"Data Source","World Development Indicators",

"Last Updated Date","2018-05-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Pakistan","PAK","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","-8848383.95293947","-110352254.774539","-83422871.2068208","-132355435.038646","-126904078.053565","-15501441.2599282","-87351761.6242695","-92494803.4832403","-371945077.308661","-293059471.998549","-1471366527.19032","-3683582.6438577","-260865982.085611","-279005608.885327","-19000000","-120000000","-9000000","192000000","722000000","276000000","-246030000","-925000000","-1969000000","-2086000000","269000000","608000000","108000000","38000000","-117000000","-27000000","-3835000000","-916000000","-154000000","",
"Panama","PAN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","-12600000.0126","-70400000.0704","-203900000.2039","719400000.7194","40800000.0408","41300000.0413","-177300000.1773","-53100000.022125","193300000","1016300000","239800000","-2154200000","468100000","235800000","246700000","117400000","809300000","-373300000","-318200000","-3648400000","875200000","-660000000","293700000","-90500000","2800000","-90343000","-64200000","-125000000","783300000","801200000","555700000","581600000","-407900000","-690100000","-898200000","-370800000","-354500000","-966500000","-216100000","-68300000","",
"Peru","PER","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","","","","","48000000","8000000","39000000","-160528387.073762","-503886085.092702","-153911412.89","-167325000","-5021888000","417257970.333333","351900000","406079547","371938605.66","-1408257310.14286","76359094","-819617433.499695","-1761704914.78323","1611604202.69294","-3639253312.85036","-460526086.418093","2300040188.56667","-5213089909.30469","682307639.523208","-2205326238.16606","-4768024427.42417","1086495786.86082","-2266470236.61301","-2537514511.18391","",
"Philippines","PHL","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","-6000000","1000000","-13000000","-4000000","-3000000","-1000000","-7000000","3000000","-5000000","-13000000","-19000000","-50000000","-280000000","50000000","-110000000","-40000000","52000000","-269000000","-1190000000","-5317000000","-591000000","928000000","-3315000000","553000000","-1027000000","-746000000","-562000000","1713000000","-1297816084.01249","-3019136466.13104","-1575412304.69201","1587166473.27972","-2054057109.80142","-4890306884.07406","-3663239394.69268","-3205030476.32562","-1001143810.18287","2708286753.28422","5470919990.7591","1480205008.65797","",
"Palau","PLW","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4743634.00999999","377985.62000002","5322956.11000001","-7252845.64988539","3159354.33821945","-630149.983878653","-1925489.83695464","6220414.71999999","10233678.0227243","-6968170.00000002","5293259.4","","",
"Papua New Guinea","PNG","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","6426408.84338109","4407176.69252225","13435267.4509334","2875906.80302365","0","1600737.31163552","0","0","0","0","0","0","0","0","0","96425348.2790386","-18488026.8574535","50916681.2607185","2063474.01063237","48703657.4077837","-69879994.175206","25504131.2208098","-86971017.5511032","-11302581.4886184","123775624.31078","72747649.7881716","1283624.28077521","46612093.8950259","103986293.178618","-21373653.4333584","-125100810.703176","-408013118.200098","-349025618.297673","-150082935.794024","104365317.838299","-429781912.780485","-664555517.390052","110269056.497855","-373610792.297832","-274453401.980799","69357793.7082392","",
"Poland","POL","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","624000000","-1177000000","-304000000","-2110000000","-1697000000","-143000000","-3339000000","-1115000000","-1894000000","-2444000000","-9242000000","-12583000000","2944000000","6224000000","2360000000","-14755000000","-29063000000","-17384000000","-19655000000","-237000000","2250000000","3176000000","-3901000000","",
"Pre-demographic dividend","PRE","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","5701151.28199898","-8589678.41232026","-1740488.83852757","2902288.71932578","3103089.03124794","7388175.53705794","-4500950.13415498","-154188883.385876","-140574804.692406","-149134910.691826","-123948259.702105","-403713327.648735","-816166285.314844","-1814084554.31904","-1049778733.88547","-960751794.1391","-1895278596.92427","3063980566.60708","-1831614116.79873","-478447554.889602","1082292522.57515","1555518591.36983","-565708404.354857","612497874.51511","-3209392013.684","1021498265.18734","-4092089252.73254","-4030193709.27033","5584821613.98399","-1226845874.76372","396734025.124123","-4966234864.4621","-13936743510.5693","-23639088600.6484","-20238646220.4757","14524466815.2417","6381092911.49493","38492595354.1324","5192880009.83124","-2338441917.56409","-4504842.08090067","16829885210.041","",
"Paraguay","PRY","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","0","0","0","0","0","0","-5900000","7500000","-3300000","0","0","0","0","0","0","0","0","0","","","800000","3700000","4300000","-9000000","9000000","-2500000","-599999.999999999","100000","400000","100000","0","0","0","","","","-100000000","-500000000","-500000000","-1300000000","-280000000","-500000000","",
"West Bank and Gaza","PSE","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","83300000","64600000","91200000","79283855.736338","104981781.420458","52486188.2648337","85887065.276445","91523248.7614787","91734444.958072","8052161.428739","1550299.2912607","4859934.4082966","138058223.496263","116338616.213686","180776033.903307","367378304.537638","121068787.327583","16182245.1146499","-186790638.687626","179120374.187762","-124576647.29585","286485797.461255","",
"Pacific island small states","PSS","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-39464937.2449069","75369829.0117172","19738709.3150192","65782024.3398138","-16973229.6086524","-19699981.641012","116451793.922485","126858185.190562","6694505.3808068","-251897032.865956","-13648684.4236243","6487537.00726608","-69485797.2496407","21779413.8804828","","",
"Qatar","QAT","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19028362362.6374","-2799340659.34066","18310164835.1648","19932967032.967","16548351648.3516","-6068818681.31868","",
"Romania","ROU","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73000000","-75000000","-32000000","-1222000000","-883000000","-130000000","715000000","-101000000","-575000000","-382000000","-578000000","531000000","-962782314.698758","249012903.219757","-618843297.956863","705734742.746995","-761289050.014061","-1259705809.98399","-2464756150.09933","-4614205829.17328","-7179974208.428","-3771795274.252","53009934.5251036","-1038035995.31849","",
"Russian Federation","RUS","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-110540000","2443510000","-4410200000","-45775000000","-10829980000","-444660000","12471280000","696440000","-2960430000","4509300000","-608750000","11442530000","-16485730000","-4856520000","35690830000","1882410000","1495240000","15277390000","-17031080000","11011490000","39943380000","26423200000","-2361280000","",
"Rwanda","RWA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7544764.12777186","-87555423.8881942","-5935622.62914553","-1703009.5","-1003805.75973488","-7749202.5353617","-3192251.05921561","",
"South Asia","SAS","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","6686235.92269183","31364955.5336367","283279313.848842","5101408452.14124","9923492144.15274","9457223798.71309","8259989534.45113","-2248231022.6019","1021471836.18607","22007419679.0175","32808197079.9598","11487175501.181","-7530770960.22464","-13413035557.2353","-8414924620.13848","-3460101180.43845","-6142933333.33333","-3056266666.66667","1783200000","3337333333.33333","-470400000","6491466666.66667","-8202026666.66667","2524000000","-4051153947.1472","2638342606.15455","7352072238.73997","-6931947379.5616","-11699953180.3238","9378180663.03","2797299888.04477","-7551967435.20683","18738038262.6785","26654309869.3514","-350405871.233182","11948785046.729","5479580651.94892","1630446196.23605","20138710000","15154262000","16047652000","3184348333.33333","6606173333.33333","26780157200","10769662788.2267","-11412859677.4027","",
"Sudan","SDN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","-700000","-14780000","-35250000","-19940000","-46738818.9821456","12160810.1497216","-40124236.2953535","-41759475.724913","-19531362.5171028","-6099294.43764785","-47615165.7325351","-995063.073409562","3660116.29245267","-8490733.89663703","2817132.69417216","428267.168610759","",
"Senegal","SEN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","-3115851.50117857","-2892966.30773446","-9165078.34276494","-651254.494158768","-8951684.20578881","2585538.4951877","-2745178.0597586","662418.716385666","-578199.588228907","1810709.78457762","-1670646.21541708","-578725.649741353","-2079086.70516414","-765297.899736904","-1107946.86403721","-125388.587269394","-624392.163515749","-6451454.90298286","-680036.175996306","-5756410.33811071","1080682.5026784","-3666244.15712737","30618562.3859825","27011867.9286364","25819059.5513863","31297754.0478648","-22964248.3705942","-7561676.4283717","38131204.8931141","45726059.270868","46711545.6764023","4341494.42214682","66954794.8154089","-22471826.5302138","-81664963.8338981","-137784601.700289","-80722501.264186","-880457374.651111","-275718938.526764","39515764.9588162","-318710020.979171","","","",
"Singapore","SGP","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","-63644444.4670736","-32962113.9271586","-15183432.2816128","2108548.05462524","-50185328.2266052","-95925227.5444552","126647684.218748","77716931.0540903","-12609702.469925","47806313.446214","28504339.9136709","48744705.5435246","151423995.023077","-174533554.556815","548815492.406814","-252138747.536781","293178627.774948","75579730.8903523","1037442989.55422","907007033.081532","-2489799259.2441","4965927417.37922","7726174388.26186","14979733662.5805","15259770845.8798","20186343107.7128","-1609463024.35565","16638655462.1848","21055668237.3369","22681581550.7145","13688070866.838","19973385885.5268","17796707939.8543","926701704.3705","16185134681.5474","47449420023.6435","-11577393065.1601","27151598835.7606","29434950281.4432","10005280136.303","78794490691.4038","63592343962.2792","48236849374.5314","54413034386.1946","20718740067.9476","",
"Solomon Islands","SLB","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75092.6733434373","-148.323277884881","-3859.60792810492","0","4150.26918739852","0","7302157.99787514","1153223.78317041","47206.0112724894","2099943.92444215","-52083.9082973277","1242085.24222736","-63370.9243697891","-83361.434988833","682086.606915721","1669583.640883","",
"Sierra Leone","SLE","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","0","-2387675.7746318","-2365245.9215602","1428846.78892795","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","-101484.308317192","0","0","0","0","0","-1582302.80264232","20325209.3394178","-18217349.6736375","-59922944.8722537","-8575860.24587558","-3275682.43179158","-214271.839374912","-3426631.94870768","-2624353.4830087","",
"El Salvador","SLV","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","-17800000","-720000","-3960000","5680000","1000000","0","1000000","-120000","0","0","3070803.66435498","0","0","0","0","0","0","0","0","-68535529.0086145","-150428326.670474","-115917201.998572","226384922.901199","-73500000","25700000","-29000000","-265600000","-189100000","-57140000","-125100000","-764800000","166800000","-130640000","-747100000","121398448.86","-98580884.25","-870607565.370001","-13470323.970114","-794201205.939885","-52691173.34","-303685545.77","",
"San Marino","SMR","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-917890824.529145","132625013.668889","65071050.3196993","-94596732.2676936","-2245485300.85027","-2177083912.44833","-2531457680.29715","-489682251.100838","310941122.503747","1012755007.10566","",
"Sub-Saharan Africa (excluding high income)","SSA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","0","0","0","0","154889.854404775","91364.3982718813","0","0","0","0","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","1500000","0","0","0","-469610.612785904","-57759.7587410691","304571.618216129","605970.801301299","",
"Suriname","SUR","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","300000","1300000","16900000","10800000","12000000","-5503342.79704","5800000","1242153.84615398","-572984.715538463","9471455.32245533","-507891031.816671","",
"Slovak Republic","SVK","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","308990961.932726","-278411000.133981","-210228056.13046","-16717797.776154","-11505346.7874705","-784001162.774679","-652389438.829412","-821123051.754501","270044489.23161","-553050757.361815","573862916.241932","-190820991.619546","4155005121.13776","-4229241266.41487","2464853535.02881","-398718078.185942","2377290291.41742","-1679318781.10435","173693430.868697","-10607428031.7397","-8648404147.11305","-2399312973.41646","2036564514.96957","4392386049.60741","",
"Slovenia","SVN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8900000","-3000000","32400000","13400000","-637100000","-236300000","-89700000","-353900000","-187600000","-81200000","67500000","257200000","772400000","1997900000","1826929742.99451","3088685375.4081","-593376502.844875","-6440713317.66978","-2650979040.85888","-2479189086.56358","252983462.080766","-5565757082.62165","-5471999551.21885","3227407664.69195","5573378404.71326","",
"Sweden","SWE","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","-48325894.3283427","-74133247.0367326","-176381039.075339","-80141965.7862824","-36040703.4775992","-594370047.326053","-716689377.063877","-1183726969.29999","-451175975.233914","-926613879.667819","-2610896265.82436","-1377616131.51691","-145477835.554099","-689318351.556238","-221723057.096787","-561854595.611356","153419656.395435","1064943620.12337","1359472228.60616","1247994287.87616","-2467493812.80503","-6546113607.30826","-985198306.421139","-1377239833.52411","1737955208.9294","2563706863.27728","11474782024.9458","16202449096.3714","15404914228.2517","35636944330.3393","4933115541.10664","15121673086.5271","12427216987.1663","9995721120.88315","24582429794.1327","-691204237.933107","21938675955.9013","-16629834870.7864","24765366537.4567","-64762828640.3245","-23397433570.9919","-28812709433.3501","-16462587115.3118","-48599569265.9157","23990467752.2225","-12803351693.6218","6742619114.23545","",
"Swaziland","SWZ","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","276289.947944586","359034.198087926","67783.8576247153","-1934396.22701289","437630.696631953","-1178762.62667606","-6114008.66737704","-6863215.1684681","2705501.34711422","688077.962854654","1051888.18311737","1035577.60419601","3798300.75771693","8781983.32820984","1547443.51809838","2039079.46282828","-557858.443419982","-2190364.95306955","619611.868401164","7929325.83500734","-1889904.06751703","359165.907571952","630756.030569567","-4487266.34390372","3976342.68573944","-5201731.91878632","31655204.3744934","-116167205.112761","-54389827.5606023","47408096.5900828","2918745.5301593","178592494.196929","85100627.1851488","26685445.6845849","-21098474.0631357","",
"Sint Maarten (Dutch part)","SXM","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29553072.6256983","37553072.6256983","40821229.0502793","-100586592.178771","9290502.79329609","1581005.58659218","",
"Seychelles","SYC","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-799713.11844919","-1529218.79736299","419180.514708918","154719.472506563","308788.904185376","771382.37325347","5926112.5898393","-6649720.48866696","-3031429.41934243","-2052376.78217093","-546177.723011652","-947317.758999383","-1020660.25992133","-1036422.89280479","-1128605.77145626","-1077272.72727272","-1014318.18181818","-198163391.479","-118350160.944131","116196.434422288","5695571.59442698","-9543606.80520402","34550944.1618726","55206562.8028817","17843140.7198753","12878282.576162","-35918895.8058245","49612777.1981418","",
"Syrian Arab Republic","SYR","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55132083.6788418","241005430.125341","192682327.323046","","","","","","","",
"Turks and Caicos Islands","TCA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","-789349.046965238","-643918.307205412","-20941576.2681259","-1465322.61185723","4431.52683454892","-2477415.97629804","-1864827.85438774","184005.198996018","237366.146746604","154828.807666782","208258.637812266","-409559.690586188","2613296.48357437","-1420792.18777243","-668125.533161836","-210025.883676235","-2659176.03756119","-3711358.94693574","0","593298.734234724","-722256.139290066","-5026560.97826916","-3997635.19628004","-16046755.9951547","-6242883.16227389","-7329878.77623319","-6903319.92302572","-11070359.7720073","-11862467.6244974","-13829999.4137281","255543.97480708","-2468395.51861797","-62661349.6751463","-19279450.0593478","-12148137.9069293","30570561.4132136","21828188.1232395","127714193.073607","27638099.9318895","77257098.8319857","192743159.258843","-20607287.427613","","",
"Thailand","THA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","-1324875.75273554","1029406.57108431","-49019.360527823","-75672968.3781206","-180313423.459127","-95964628.7886691","-44270962.0815441","-68390959.2944502","-108086411.192627","-155498253.420118","-894975570.386862","29485324.7538826","-345860866.215476","-530071274.293756","-1486226848.44336","38088995.5997495","81057750.2256146","-924359851.850994","-5455296730.8136","-2661452933.86132","-4121073974.61596","-3698230128.72872","-4494812609.11489","-355284353.505976","111335844.563543","705725821.456431","885655311.626696","1607725958.1766","88254928.3003899","-3087620265.63835","-6493767039.7","-4912188739.4","3910211870.79998","-159370139.79997","429038549.400011","-4870256146.40001","-6163260154.9","-3398281659.9","4766363947.4","12012826033.9","16508135074.3","2797594352.2","",
"Tajikistan","TJK","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1512900","-343300","-5299500","0","0","-199900","-57800","-77100","-6012476.55231436","490906.96407266","62761.8026547526","1212979.630918","-1812027.6738326","-57304.4617146734","-304841.952366403","",
"Turkmenistan","TKM","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","636678000","1012079000","2003124000","1325146000","1492959000","2405656000","2274339000","2553387803","1384749197","-150789999.999998","-704061000","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-21987.7819446323","-3506.04783369381","0","81757.9227074825","9391000.28248863","8129467.28398139","2252955.3924615","141420.53798136","64187.6873615114","","","","","","","","","","0","0","0","","","","","","0","","","0","0","","",
"South Asia (IDA & IBRD)","TSA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","1106093.95332968","9442535.56086512","1083333.33378472","-99541666.7081427","3833333.33493056","19125000.0079687","-1291666.66720486","-291666.666788194","-125000.000052083","0","0","0","0","0","0","0","0","0","0","0","-8759547.47942339","0","0","396932.032931069","177500000","30000001.5873528","206200011.026944","70100000","509200000","690100000","0","0","0","0","0","0","1165452912.34352","1587885803.0388","142555478.208744","846021709.395838","803886698.528791","-1574345753.68426","",
"Tunisia","TUN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","4664451.06329532","-2331274.04669839","2402859.40846294","2460251.56677492","-14816491.6148531","-70878300.4143915","-62638874.2992511","-38304768.5043157","-91396696.0370074","-29958208.302414","-31484989.531241","-8447347.38207654","-3497301.73456451","-17907539.1617692","-2277039.84819734","-34608781.0769279","-46357366.2985716","-17932901.0618601","-14828667.1087806","-25376685.1704996","-61639086.02933","-108508089.127339","-33370655.7772948","-10116124.6812367","20427767.1720918","14596383.9196504","-6330301.04098285","-13970184.0054329","-24087356.8140455","-12100814.428487","-64837249.4881764","-29968197.8109169","39037718.877023","88648608.6167633","25918681.011597","43756733.3988423","15365982.4891824","-80016824.0501851","-71921893.1774338","-152679538.647805","56842693.316367","",
"Turkey","TUR","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","","-146000000","-282000000","-1178000000","-1386000000","-547000000","-623000000","-2411000000","-3917000000","-1158000000","-237000000","-570000000","-1634000000","6711000000","-3429000000","-1022000000","4515000000","593000000","-2465000000","-8023000000","-13457000000","-7415000000","-833000000","5014000000","-227000000","-16083000000","-22204000000","-41029000000","-24020000000","-20170000000","15687000000","-6300000000","",
"Tuvalu","TUV","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","916107.409452311","3071542.53115556","188522.815526371","2353406.22650078","1669482.46623325","30453.9223199932","1894111.86350619","2248825.46934394","-2294401.55526398","2306435.92189771","3759105.03294361","7244233.93421745","1076946.8887201","","","","",
"Tanzania","TZA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-9189417.75534214","-1953635.32142026","-3402391.41843325","-2294124.64551924","-3218165.8475735","-2741745.60336216","-4337547.94770586","-1757888.4389846","-3460034.44620249","45622.519361154","-11333117.7705458","-6057431.09668663","-4486131.01307653","-11518085.7628049","-27645300.6060109","5031666.8302072","",
"Uganda","UGA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1915517.95606547","-16017667.7865928","-6223233.77363517","13359449.824206","-21654402.3680087","-67670231.6113401","-17596437.5158302","-28729196.6840921","110524359.696978","-259315990.891017","-3070696.4281146","14487777.2629464","-33140882.2266479","212071115.202464","79345437.9160503","",
