"Data Source","World Development Indicators",

"Last Updated Date","2018-05-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Germany","DEU","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","-739923483.788563","-4629028933.32642","-2627793279.11742","1176254679.37801","1651367665.27382","-1521225107.89369","1318163370.22662","490320495.827403","-1344568011.86075","3270224546.20671","2185129865.14869","3183655518.66951","-1316016301.0132","-261790265.345437","-1824036742.93885","-23529187685.8671","-4060867690.03384","36335358614.6608","2429693386.36817","1700176155.08114","-23937781215.0443","-32212179217.1355","-120392587719.659","30832333507.567","-35101248141.1435","-63013952306.1775","-1018460573.55472","-5414812721.93532","12407567925.0212","150663334308.507","-26685021383.3291","-63514941257.9642","-60600003897.8963","-19248045179.134","35667314736.1863","22372035902.2603","-215360008487.387","-44543246634.8564","119238744149.251","154108344509.813","-51414167323.2777","66848742479.5384","209551601900.25","175038533877.867","217940684317.54","230445814094.438","",
"Djibouti","DJI","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","0","0","0","0","196296.296296296","0","-92592.5925925926","-85185.1851851852","0","0","0","0","0","0","366666.666666667","0","0","0","-7407.40740740741","7962962.96296296","-466666.666666667","-77777.7777777778","-529629.62962963","-32040740.7407407","-13629629.6296296","229629.62962963","-12109103.7037037","-3474672.22222222","2466086.33333333","-3783185.18518519","103231.851851852","-1711194.81481481","3291786.2962963","-365119.62962963","5507142.22222222","2010940.37037037","-980480","16264292.2222222","27605924.8888889","-20231257.5925926","3427246.47170371","",
"Denmark","DNK","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","0","0","-264822176.374501","-478388658.471178","-589724239.429401","73869117.2336392","-62937340.2750751","141063046.730171","-302333911.790374","-680959990.08285","-1233173353.53909","2079366555.71822","-3683430034.96364","-1230789381.45034","2748856838.26851","-2899833615.61438","-1853848789.26139","-10127448434.0293","-12661079772.3778","11771194895.3899","-6315868986.78879","-5516058462.94043","-4946455720.61503","10161164726.0049","2707189132.44545","17798962886.6874","4262066638.71615","-487500933.968444","15919767994.4232","14712950551.7516","11955534202.2519","16846508673.0088","7373548387.32467","-9186699645.06695","-11483988291.1202","1380857311.22884","-892793400.018101","13585783281.85","-11916788706.8987","10568098227.0963","-16895363697.5344","-11999301631.7412","",
"Dominican Republic","DOM","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-481000000","2900000","7300000","7500000","21300000","436800000","-264500000","-603700000","25700000","-543840000","24270000","-244050000","-773750000","-949100000","349800000","332600000","-759500000","-746000000","446200000","-1765169442.58021","-1482400000","-3457700000","-1744300000","",
"Algeria","DZA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","0","0","-778560.182904174","0","0","2830892.29423806","-2088205.81400105","200667.218518296","0","0","0","-1859752.14575948","0","0","108266.850720313","","","","","","","","","","","","","","0","0","166150.140563756","0","0","-1429752352.17218","-8253949.88750049","0","0","0","0","0","",
"East Asia & Pacific (excluding high income)","EAP","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","-5700000","-52000000","0","0","0","0","0","0","0","0","0","0","0","0","","","0","-1300000","-197460000","-5820680000","-80070000","-343010000","-54340000","-28820000","1724767913.42603","-39506997.4","-225426.17","303542494.24","190314684.2","-365854516.15","1383873775.14","118274431.8","-213146690.3","3141507575.33","731103599.68","-40978724.6399999","-66699536.1300002","909846587.86","-1500369801.68","-1473377990.24","-2200942600.98","",
"Egypt, Arab Rep.","EGY","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","-6133323.12680217","-4344437.2148182","-3285714.29040816","-5142857.15020408","-7000000.01","-142857.143061225","-6428571.4377551","-571428.571768708","-20428571.4285714","0","-1714285.71428571","0","0","-15000000","-21000000","-6000000","-4000000","-3000000","-20000000","-545000000","-815500000","600000000","-595300000","-266000000","-1461300000","677500000","42900000","-238900000","-3468200000","700400000","3573900000","7649700000","527100000","-10441900000","10651600000","1953700000","-3013300000","2111600000","-71300000","-736100000","",
"Euro area","EMU","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36647774501.6306","117253677503.428","-63290233317.2488","-135123183619.01","-63297644539.6251","-57294475702.5934","-145916273504.656","-239007496627.112","-167246667992.393","-209403281467.963","-351088430247.726","-75346449935.1684","-387755598459.19","-176939248696.282","-157689979884.795","19955351347.9977","101279695618.35","479790224429.856","",
"Eritrea","ERI","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","87261642.0054472","98744510.2613675","-8222092.60289119","-73060669.3032759","-86033259.5671563","216703.485377703","-102809917.803946","67883397.6576349","-41732661.0166277","-53750722.583337","-231555163.775077","-1228087278.66573","-3799120481.02524","-2291109358.36766","-7988870775.72849","-9024595573.4571","-20157684499.1926","-9269010390.28315","-48746463791.6147","22347452375.1161","-21165875760.7098","528691189.609553","4675292646.6465","27455521839.9187","2474411751.50577","1174859667.58823","17016926420.287","-4929880410.38854","46215585685.1069","-101813843381.817","-52981549121.3534","-231729442198.036","-117197679813.617","-3164778980.00222","-71788415148.7742","-45979673731.4991","44059966179.5665","54370935338.2882","-85058460873.7189","-11360397076.9141","10195234657.4641","55214145274.7266","",
"Estonia","EST","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","222286.923227295","14117507.7374924","22067274.5783904","-145321922.749591","-262548269.058552","9764614.13329664","-21008934.2195877","-91157577.5865379","34176605.015892","-152953593.979621","-166816269.075379","-733674035.71177","2253853227.79617","1283282800.1431","494754646.578512","-699906276.273221","2065740320.0648","545817706.204185","-1634389111.04315","122673524.135073","721468189.4353","645381191.926986","599800493.759261","2682219765.67743","",
"Ethiopia","ETH","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0","0","0","0","0","0","","","","","","",
"European Union","EUU","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","-232874549.036073","-174073954.896497","-224247242.306425","-693849622.975951","-149106272.611135","-33246195.2480325","-330249552.826124","-513435883.289849","-332780933.146286","-1272949066.7473","-1342522186.16347","-1476549269.80333","-1614748143.5083","-3057070663.71123","-3691622827.70406","-5227276835.28093","-8275823179.83911","-7620823265.65163","-6232346280.70651","-6955339679.55713","1575150732.39704","3032430524.59794","757694473.642146","40174647.4973874","2148948037.15873","1803901024.90646","5609212974.16305","4438541095.13804","1902047454.49485","11393038063.4604","7502777177.74412","11426986494.2422","5618007253.35173","149193993.965813","9816638424.2963","13545832340.4972","-10878819553.5708","-12068139718.0276","-4705582532.96057","4733216035.33541","-2952568705.41429","-7016425233.90199","",
"Fiji","FJI","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1653569.34754878","-347350.649429644","337369.269408104","12677212.0181323","-264120468.895395","-73109851.430464","-13146453.1054865","5093263.40671267","848850.637505543","46758991.2139283","54259074.9724875","32161057.1166965","10721342.6792407","87984400.0955769","","",
"France","FRA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","-1110188281.67407","-1313896497.68539","-962547718.13281","91720093.7594785","1601229958.32686","-305001302.641934","329652081.067934","-7194783126.55444","-5769935808.62314","-6984936768.59695","-6478470018.44581","-1873890019.54203","-5441854111.11756","-7793195044.47133","-25391920590.9917","-34810767290.8995","-14208358053.7288","-32992006894.4829","-3353995613.31412","49863418408.2837","-5659949491.99683","61986124571.7685","25467003572.4434","45474107464.7239","9323055193.16618","-34907402729.1816","-21413732321.0794","7895174440.09755","-6130058952.79134","66182214919.6096","18391053813.9686","134146821453.367","168504595011.357","-27084822255.7289","-326991764073.594","-153631431812.496","-334944686385.539","-52617365402.3852","-79797451724.2033","-26773928524.7836","50837410293.3513","-5342452237.34201","",
"Faroe Islands","FRO","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-6394600","-521700","-29230400","-3332200","4443600","6215100","","","",
"Gabon","GAB","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","-50437903.2239555","16426468.7307292","-239359827.014208","-18987992.7189227","-21781742.5810023","10778449.0517395","-431082.401473111","1538046.11677083","-6159666.32261091","10812349.5118373","-8675405.44792307","","","","","","","","","","","","",
"United Kingdom","GBR","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","-11999990.4168076","-1613180551.68909","255506646.5166","-1260910265.33164","-5246493759.18882","690317822.149924","-882500664.647054","-3141714138.36977","2197928872.62053","-1748317816.09822","4784919732.5626","8930164441.53742","13077366304.3592","8501251233.45596","14243522233.8481","17546886462.3294","-3393537737.4979","-68320904254.6068","-32453773617.5207","33715961159.402","6106006796.83821","38680410246.83","33077939198.7394","89915828291.1182","-78480400272.7344","2905678029.17049","25371754220.5975","41346954384.0869","18073369968.3304","-155036007427.036","-159523133020.458","183725726781.164","-61552731681.0829","-146480455642.344","229066703.501122","-73039908699.5921","131469908745.33","-168889170316.289","-782979588243.612","-214049266653.575","-201015941467.98","-214115627579.57","274398281095.525","-284855683981.375","22866951000.8573","-213171839178.994","-201020257732.677","",
"Georgia","GEO","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2400000","0","-6200000","-2747885","8105","-1000","-609596.44","13626683.13","-15484794.41","-140250388.11","-21052517.7","-623193765.72","-10543114.74","-250504891.43","-133357892.2","-848258080.55","36596080.56","-209372135.7","153574437.36","-41344403.74","",
"Ghana","GHA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-65790000","-312405000","127350000","-491818481","-775488860","-117562630.373792","-1121820000","-658931000","-835933489.812345","-899999584.587176","-553701689.77094","",
"Gibraltar","GIB","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","82690000","20000000","-8660000","-4615467","-5110000","4605947.2459919","-14820000","0","-22420000","129760000","0","0","-1310000","-211630000","3080000","","16436914.5335629","54679043.6673944","1145592.1602765","",
"Gambia, The","GMB","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","-1797734.8734271","-941155.720242505","-952137.920947862","4550037.82233728","-967698.548317537","5010031.36038993","-560006.25272161","5750048.7096186","5610033.98098438","4445964.51694411","1958759.74003469","15980486.1986456","-9440673.20972609","-6796539.60146543","17793000","",
"Equatorial Guinea","GNQ","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","1000000","1000000","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","-5896899999.99999","-8077800000","-8538000000","-10422967792.0405","-13650884732.8179","-17465400427.0945","-9114207741.98328","-9363472957.14488","-23909643436.9093","-25034659241.0659","-32229171217.8201","26871511405.2186","26574446914.8322","128314791257.883","7662511549.26184","8074472977.83499","8863155265.43098","10448894050.6426","",
"Grenada","GRD","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","-148148.148148148","0","-22222.2222222222","-48148.1481481481","155555.555555556","-203703.703703704","381481.481481481","870370.37037037","3703.7037037037","22222.2222222222","-33333.3333333333","-396296.296296296","-19448148.1481481","255555.555555556","-107670370.37037","-29091881.4814815","-30033333.3333333","-17799927.7777778","749861.481481481","2564165.18518519","260512.962962963","-14015412.2222222","-2903914.81481481","-10060499.2592593","3088110","-14272587.7777778","-1691885.91777778","123144113.696667","66106681.6713815","",
"Greenland","GRL","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","-5300000","-11700000","-5300000","-3900000","-300000","-500000","-77200000","-58600000","-141700000","-16500000","16000000","220600000","24800000","16600000","-74900000","-11700000","-85400000","4000000","16300000","16000000","-231600000","-54200000","-110500000","-42600000","-130372503.31","146148803.06","-7060910","-398800000","76800000","83400000","184900000","-62063339.5694155","125107400","11934600","392335100","-722187035.34","-932694093.711848","-794379860","48882200","-677200000","",
"Guam","GUM","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","1019607.8435371","1450980.39272587","-3529411.76608997","-2549019.60884275","0","0","0","0","0","","","","","","","-2800000","-3600000","-15800000","-3200000","-4400000","-6900000","2000000","27000000","9000000","11000000","9000000","27300000","5600000","16800000","4100000","95100000","-21156703.0586367","-30900395.8027132","-27643588.5054458","48260000","83740000","-2920000","-116480000","11917797.8930804","51093574.0992265","",
"High income","HIC","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-22080134274.4018","-33078789585.9931","-24473174193.5057","41301592574.8403","38799222870.764","33982220168.1611","38904424477.6683","31040302792.3475","26178787210.7919","1383225792.23185","36349246312.566","40008412125.6799","56969472708.0902","1393292279.07293","4097467217.24704","49785484779.3941","8294066013.18907","125253573152.7","60528702135.095","",
"Honduras","HND","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","0","0","0","0","550000","100000","50000","250000","200000","-150000","1850000","-1200000","950000","-600000","200000","-100000","-100000","-100000","-100000","0","0","0","-16000000","0","0","72400000","58967403","12900690","6205536","7095041.1","11577832.4124841","23114879.1239883","20891840.6366049","22353084.3550058","26755577.724941","-37132607.9007824","40991898.3961168","-87651571.0476458","-1071742.94658976","-1006866040.01292","-40502628.6831951","9337999.55951427","78570000","",
"Heavily indebted poor countries (HIPC)","HPC","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-639009.621294626","-10884991.1756077","-4712179.94527952","-628542976.051008","-566544015.803132","-15739141.2808107","-601780558.617441","-752151281.936543","-637463687.303382","414800220.98899","-958141168.982906","-384861591.074751","1526693073.69075","252572518.662408","-520894325.75509","1040245990.4754","-709354073.231149","-425074739.790296","-884211574.584034","-2269441779.39571","-2583493053.71424","947101611.782648","-81418439.9129861","1416547299.7212","",
"Haiti","HTI","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",
"Hungary","HUN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","-3918147287.86882","-2464246088.25936","-2212346971.58044","431068613.722901","1072832023.45196","-1831213956.33691","-1989461223.51275","449703668.3177","-1373875631.24981","-1801568056.62258","-2917160676.02218","-6826294661.33727","-4500961779.50233","-6324208240.80959","2342978393.70862","3012842736.27328","5120505411.60991","111854743.680285","-8957603837.56282","-1904960863.72483","-4027597100.51162","4055120008.88256","6260259523.52513","5356746521.59815","",
"IBRD only","IBD","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","-47000000","-315000000","-368000000","10000000","35000000","-268000000","88000000","98000000","173000000","93000000","12000000","88000000","-1805000000","-3877000000","-4100000000","-5005000000","2632000000","1878000000","1792350000","1910730192.83523","243802437.760111","-1221849940.73143","-2251268403.60563","-4409156155.79577","-4189585520.92513","-4276626525.61946","-5566080000","-1764251469.61901","-10336230326.921","-13201983670.6007","-3806371951.99111","-9908345747.78124","-10872605550.4642","-26066630211.5518","-16182680883.3028","-18995511114.1766","",
"IDA only","IDX","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-4636519.76260126","-283578511.925303","-1369117146.34888","-5491125009.34367","-1590475624.44347","-3958322333.92789","-2555657283.56722","601151966.912636","-2317070162.80831","-2345216989.30402","-2852793642.26426","-1022422259.92956","-8216187274.33701","-9037076533.61783","-12144114067.903","-9545718947.23304","-33016300605.3562","15074790314.265","-17756860244.4624","-36875471078.822","-2664809741.51346","-29285240146.0388","-6857994918.39077","-37740318603.447","-9486642829.08658","4725209437.40443","",
"Not classified","INX","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-63917017255.185","-11965655980.4071","10346113919.7092","62492619082.7414","-34435271394.7398","-119355024627.346","-37208696197.9023","1738840522.86514","57063148570.4256","-27802335061.5354","-130620846937.041","29529832424.5581","",
"Iran, Islamic Rep.","IRN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1967697471.11458","3669641119.64226","1773500000","2798700000","-3649200000","-783600000","6530000000","5672000000","-14316500000","-4526396000","-624031000","748427000","",
"Iceland","ISL","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","-31000000","-45200000","4700000","0","0","0","0","0","0","0","0","0","0","-600000","-25141432.4970927","-182481626.833936","-281381483.03292","-274174096.606631","-170560008.209457","-150312848.331544","-123695156.047818","240151269.759266","205030274.487739","-578064269.500958","-621452751.544624","-611060824.113763","-142773004.717572","-3005598486.88291","-6709609198.2166","-12178517111.0808","-11308893837.8732","8778613662.29753","-6085433825.08906","-1318203158.76417","456334564.163851","-42086130.0651088","-479289267.221142","1107898137.34571","-1127748051.61941","3933359193.12479","1856948128.91081","",
"Israel","ISR","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","-18000000","-25000000","0","0","0","-46000000","-40000000","-180000000","-75000000","-60000000","-134000000","-193000000","-221000000","-385000000","-178000000","-176000000","-163000000","-191000000","-141000000","22000000","25000000","62100000","139100000","-597400000","-52000000","-111000000","-162400000","-17900000","-3440300000","-596800000","539400000","-12200000","1435400000","-1325100000","-944200000","-1881500000","-4045500000","-4261100000","-2330400000","-1138700000","-1333800000","2339900000","1043000000","1933400000","-3583900000","5500000000","147000000","1428900000","291800000","4786200000","-546600000","7842200000","10517000000","7622600000","856700000","7092300000","-1581200000","",
"Italy","ITA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","516319999.48368","77985101.4567419","652896238.1197","1107036583.37908","48379623.7170569","-85230146.8568921","-137927841.380442","-340315526.299587","85135188.2418604","-110579118.324828","931942388.600407","398422318.81679","390618152.368318","-244793664.670727","-86241646.9119933","-272182789.132267","1081348553.80902","7346135378.4234","-395121871.882778","-3243535763.81944","79075861.9933052","4614542037.57157","-7999109072.08082","-74131357533.0392","7635073752.54469","-40518618003.3797","-49085777787.1975","-11343809264.562","-2710022819.2277","20009855235.4939","19530050384.8382","-4324241092.42112","-30920448278.0614","-1175240073.61086","-37799490702.0124","-27750320893.3399","-43880383960.4478","-4368366791.28475","-105571460811.123","-47456876343.7266","63486075269.1862","26251676379.1372","-20691851309.2249","-6322943904.63406","-1607052158.43227","108379197636.973","177687124207.298","",
"Jamaica","JAM","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","-3800000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-5700000","-7000000","-4900000","64100000","-30400000","195500000","285600000","-96000000","126000000","128520000","640440000","32760000","643040086.01","413255376.850529","-169690158.218126","511778193.409789","23555863.5761518","-465912356.70538","-1288896098.12108","663608113.954571","",
"Jordan","JOR","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","-9732016.92524683","179266572.637518","284360201.566678","410719630.143461","471650211.565585","288857545.83921","-312693935.119887","36812411.8476728","-840338656.815689","-573068830.309614","629577464.788732","-770422535.211268","-238169014.084507","-445352112.676056","-1651408450.70423","-1161830985.91549","-1295211267.60563","-1195633802.8169","",
"Japan","JPN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33820312103.5738","-32129071212.7764","39172919339.4799","27481454263.0764","35975387034.7952","46285624467.3963","105974660790.454","95110162832.9929","-22947944390.5045","13268315803.7957","-127520047988.414","-73129063903.3962","282689352952.114","210586667970.76","144767857559.244","-168446360029.062","32210273636.5275","-274651950434.83","-40342220314.6493","132433986065.336","274517555458.89","",
